TRACTCE,date_Opened,docket_number,problem code,Process Type,Type of Eviction,Result,Is Section 8 Client?,Other subsidized housing?,Originally a no-cause case?,language,gender,race,marital,veteran_household,disabled,disabled person in household,female-headed household?,seniors in household?,occupation,poverty,income,income1,adults,children,number of persons in household,client_age,ageRange,main benefit,city,zip,special problem code 2,special problem code 3,
606200,8/27/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,38.94,9444,Social Security Benefits (All Types),4,0,4,46,Adult,,San Mateo,94401,,,
606200,10/12/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,98.97,24000,Employment or Self-Employment,2,2,4,33,Adult,,San Mateo,94401,,,
606200,11/2/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Black/African American,S,No,Yes,Yes,Unknown,Unknown,Not Employed,153.74,29348.4,General Assistance,2,1,3,60,Senior (60+),,San Mateo,94401,,,
606200,11/16/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,57.76,15600,Employment or Self-Employment,2,3,5,32,Adult,,San Mateo,94401,,,
606200,11/19/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Black/African American,M,No,No,Unknown,Unknown,Unknown,Not Employed,15.86,2400,Food Stamps (CalFresh),2,0,2,19,Adult,,San Mateo,94401,,,
606200,11/30/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Black/African American,S,No,No,Unknown,Yes,Unknown,Employed,91.32,10200,Employment or Self-Employment,1,0,1,53,Adult,,San Mateo,94401,,,
606300,8/14/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,Hispanic & Other,D,Unknown,Yes,Yes,Unknown,Unknown,Not Employed,77.08,9072,SSI,1,0,1,57,Adult,602 Extended time in home before eviction,San Mateo,94401,,,
606300,8/24/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Pay and stay,Unknown,Unknown,,English,F,Black/African American,P,Unknown,Yes,Yes,Yes,Unknown,Not Employed,48.73,5736,Social Security Benefits (All Types),1,0,1,Unknown,Unknown,612 UD-settlement probationary tenancy,San Mateo,94401,,,
606300,7/27/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,White,D,Unknown,No,Unknown,Unknown,Yes,Not Employed,165.88,19524,Social Security Benefits (All Types),1,0,1,66,Senior (60+),,San Mateo,94402,,,
606400,11/20/2012,CLJ206922,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,White,S,No,Yes,Yes,Unknown,Unknown,Not Employed,51.24,5724,General Assistance,1,0,1,46,Adult,610 UD-settlement move out,San Mateo,94401,,,
606400,11/30/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,S,No,No,Unknown,Yes,Yes,Employed,335.18,37440,Social Security Benefits (All Types),1,0,1,68,Senior (60+),,San Mateo,94402,,,
606500,10/12/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,S,Unknown,No,Unknown,Yes,Unknown,Employed,158.19,25200,Employment or Self-Employment,1,1,2,Unknown,Unknown,,San Mateo,94402,,,
606600,7/13/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,White,S,Unknown,Unknown,Unknown,Unknown,Yes,Retired,254.89,30000,Social Security Benefits (All Types),1,0,1,75,Senior (60+),,San Mateo,94402,,,
607100,8/23/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Other,M,Asian: Unspecified,S,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,91.76,10800,Employment or Self-Employment,1,0,1,60,Senior (60+),,San Mateo,94403,,,
607100,12/7/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Asian: Chinese,D,No,Yes,Yes,Yes,Unknown,Not Employed,0.00,Unknown,Social Security Benefits (All Types),1,0,1,46,Adult,,San Mateo,94403,,,
607200,7/2/2012,CLJ206190,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,Black/African American,Unknown,Unknown,Yes,Yes,Unknown,Yes,Not Employed,0.00,0,Other/Unknown,1,0,1,62,Senior (60+),610 UD-settlement move out,San Mateo,94117,,,
607200,7/30/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Hispanic & Other,M,Unknown,Unknown,Unknown,Unknown,Unknown,Could Not Determine,113.81,27600,Employment or Self-Employment,3,1,4,45,Adult,,San Mateo,94403,,,
607400,11/16/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,S,No,No,Unknown,Yes,Unknown,Not Employed,55.52,8400,Other/Unknown,1,1,2,54,Adult,,San Mateo,94403,,,
607500,11/5/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,Black/African American,S,No,No,Unknown,Unknown,Unknown,Not Employed,119.43,22800,Spouse/Partner's Income,2,1,3,39,Adult,602 Extended time in home before eviction,San Mateo,94403,,,
607500,10/16/2012,CLJ206891,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,Asian: Chinese,S,No,No,Unknown,Unknown,Unknown,Not Employed,502.88,96000,Other/Unknown,2,1,3,36,Adult,610 UD-settlement move out,San Mateo,94403,,,
607500,7/10/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Could Not Determine,127.44,15000,State Disability Insurance (SDI),1,0,1,Unknown,Unknown,,San Mateo,94403,,,
607600,11/20/2012,CLJ206990,6989 Facing Eviction (legacy code),Unknown,Unknown,Pay and stay,Unknown,Unknown,,English,F,Hispanic & Other,S,No,No,Unknown,Unknown,Unknown,Employed,104.12,24000,Employment or Self-Employment,4,0,4,24,Adult,611 UD-settlement pay&stay,San Mateo,94402,,,
607600,11/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,M,No,No,Unknown,Unknown,Unknown,Employed,100.39,19164,Employment or Self-Employment,2,1,3,42,Adult,,San Mateo,94402,,,
607701,10/2/2012,CLJ206734,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Native Hawaiian/Pacific Islander: Other Pacific Islander,D,Unknown,No,Unknown,Unknown,Unknown,Employed,41.43,6600,Employment or Self-Employment,1,1,2,45,Adult,606 UD-lost at trial,San Mateo,94401,,,
607701,8/14/2012,CLJ206432,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,F,Hispanic & Other,S,Unknown,No,Unknown,Yes,Unknown,Employed,102.22,29040,Employment or Self-Employment,1,4,5,39,Adult,610 UD-settlement move out,San Mateo,94401,,,
607701,10/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Asian & White,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Not Employed,146.73,23374,Social Security Benefits (All Types),2,0,2,68,Senior (60+),,San Mateo,94401,,,
607702,10/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Other,F,Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,170.26,41288,Employment or Self-Employment,3,1,4,27,Adult,,San Mateo,94401,,,
607900,9/21/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,White,Unknown,No,Unknown,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,1,0,1,52,Adult,602 Extended time in home before eviction,San Mateo,94404,,,
607900,8/31/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Pay and stay,Unknown,Unknown,,English,M,White,D,No,Yes,Yes,Unknown,Yes,Not Employed,89.11,10488,Social Security Benefits (All Types),1,0,1,84,Senior (60+),604 Prevented illegal eviction (non-UD),San Mateo,94404,,,
607900,8/10/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,25.24,4020,Social Security Benefits (All Types),2,0,2,47,Adult,,San Mateo,94404,,,
608001,8/31/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,167.85,40704,Employment or Self-Employment,2,2,4,34,Adult,,Foster City,94044,,,
608001,11/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Mandarin,F,Asian: Unspecified,D,No,No,Unknown,Unknown,Unknown,Employed,133.28,36000,Employment or Self-Employment,3,2,5,44,Adult,,Foster City,94404,,,
608100,9/11/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Native Hawaiian/Pacific Islander: Other Pacific Islander,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,49.76,9996,Mother's Income,3,0,3,35,Adult,,Foster City,94404,,,
608200,7/2/2012,CLJ206181,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,Native Hawaiian/Pacific Islander: Hawaiian,M,Unknown,No,Unknown,Unknown,Unknown,Employed,188.32,30000,Employment or Self-Employment,2,0,2,38,Adult,602 Extended time in home before eviction,Foster City,94404,,,
608200,7/16/2012,CLJ206204,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,White,W,Unknown,No,Unknown,Yes,Unknown,Not Employed,0.00,0,Other/Unknown,1,0,1,44,Adult,610 UD-settlement move out,Foster City,94404,,,
608400,8/31/2012,CLJ206507,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,Other,M,Unknown,No,Unknown,Unknown,Unknown,Employed,121.58,39600,Employment or Self-Employment,3,3,6,42,Adult,602 Extended time in home before eviction,San Mateo,94403,,,
608400,8/27/2012,CLJ206503,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,Black/African American,S,Unknown,No,Unknown,Unknown,Unknown,Could Not Determine,177.40,20880,Unemployment Insurance (UIB),1,0,1,26,Adult,610 UD-settlement move out,San Mateo,94403,,,
608400,8/3/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,69.84,14030,Unemployment Insurance (UIB),3,0,3,39,Adult,,San Mateo,94403,,,
608400,8/31/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,148.45,36000,Employment or Self-Employment,3,1,4,47,Adult,,San Mateo,94403,,,
608501,8/17/2012,CLJ206453,6989 Facing Eviction (legacy code),Unknown,Unknown,Pay and stay,Unknown,Unknown,,English,M,Black/African American,DP,No,No,Unknown,Unknown,Unknown,Not Employed,39.69,9624,General Assistance,2,2,4,48,Adult,609 UD-obtained dismissal,San Mateo,94403,,,
608501,8/20/2012,CLJ206455,6989 Facing Eviction (legacy code),Unknown,Unknown,Pay and stay,Unknown,Unknown,,English,M,White,S,Unknown,No,Unknown,Unknown,Unknown,Employed,152.93,18000,Employment or Self-Employment,1,0,1,54,Adult,611 UD-settlement pay&stay,San Mateo,94403,,,
608501,8/10/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,39.21,14400,Employment or Self-Employment,5,2,7,38,Adult,,San Mateo,94403,,,
608501,8/24/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Native Hawaiian/Pacific Islander: Other Pacific Islander,M,Unknown,No,Unknown,Unknown,Unknown,Not Employed,28.29,10392,Welfare (CAL Works),2,5,7,37,Adult,,San Mateo,94403,6990 Other housing,,
608501,8/24/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Not Employed,53.50,17424,Unemployment Insurance (UIB),1,5,6,38,Adult,,San Mateo,94403,6990 Other housing,,
608501,10/19/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,Unknown,No,Unknown,Unknown,Yes,Unknown,Employed,132.54,15600,Employment or Self-Employment,1,0,1,54,Adult,,San Mateo,94403,,,
608600,10/26/2012,CLJ206847,6989 Facing Eviction (legacy code),Unknown,Unknown,Pay and stay,Unknown,Unknown,,English,F,Hispanic & Other,W,No,Yes,Yes,Unknown,Unknown,Not Employed,78.58,15000,Unemployment Insurance (UIB),3,Unknown,3,47,Adult,609 UD-obtained dismissal,Belmont,94002,,,
608600,8/3/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,S,Unknown,No,Unknown,Yes,Unknown,Employed,35.63,4194,Other/Unknown,1,0,1,28,Adult,,Belmont,94002,,,
608600,10/19/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,DP,No,Yes,Yes,Unknown,Yes,Retired,234.12,37296,Social Security Benefits (All Types),Unknown,2,2,69,Senior (60+),,Belmont,94002,,,
608700,11/13/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Other,F,Native Hawaiian/Pacific Islander: Other Pacific Islander,M,No,No,Unknown,Unknown,Unknown,Employed,98.92,22800,Employment or Self-Employment,2,2,4,30,Adult,,Belmont,94002,,,
609000,7/17/2012,CLJ206287,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,White,D,Unknown,Yes,Yes,Yes,Unknown,Self-Employed,262.82,52800,Employment or Self-Employment,1,2,3,40,Adult,610 UD-settlement move out,Belmont,94002,,,
609000,10/26/2012,CLJ206871,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,American Indian/Alaska Native & Black/African American,D,No,Yes,Yes,Unknown,Unknown,Not Employed,47.27,5280,Social Security Benefits (All Types),1,Unknown,1,47,Adult,610 UD-settlement move out,Belmont,94002,,,
609000,7/20/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Not Employed,33,5216,SSI,1,1,2,51,Adult,,Belmont,94002,,,
609100,7/24/2012,CLJ206230,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,Asian: Filipino,D,Unknown,No,Unknown,Yes,Unknown,Employed,123.71,30000,Employment or Self-Employment,1,3,4,52,Adult,602 Extended time in home before eviction,San Carlos,94070,6790 FC Other issues,,
609100,7/20/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,2,0,2,56,Adult,,San Carlos,94070,,,
609300,9/10/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Employed,1.88,300,Employment or Self-Employment,1,1,2,54,Adult,,San Carlos,94070,,,
609603,11/16/2012,CLJ206950,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,Hispanic & White,S,No,No,Unknown,Yes,Unknown,Employed,158.63,24000,Employment or Self-Employment,1,1,2,45,Adult,602 Extended time in home before eviction,San Carlos,94070,6790 FC Other issues,,
609800,9/4/2012,CLJ206570,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,White,W,Unknown,No,Unknown,Unknown,Yes,Not Employed,54.43,13200,SSI,3,1,4,62,Senior (60+),610 UD-settlement move out,Redwood City,94062,6990 Other housing,,
609800,8/31/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Black/African American,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Could Not Determine,65.70,13200,Other/Unknown,1,2,3,50,Adult,,Redwood City,94061,,,
609800,11/30/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,White,S,No,No,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,1,0,1,43,Adult,,Redwood City,94062,,,
610000,8/3/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,W,Unknown,Unknown,Unknown,Yes,Yes,Not Employed,111.64,13140,Social Security Benefits (All Types),1,0,1,73,Senior (60+),,Redwood City,94062,,,
610000,8/10/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Not Employed,71.37,8400,Other/Unknown,1,0,1,50,Adult,,Redwood City,94062,,,
610000,8/31/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,175.29,49800,Employment or Self-Employment,2,3,5,40,Adult,,Redwood City,94062,,,
610000,9/21/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,147.78,17394,Social Security Benefits (All Types),1,0,1,42,Adult,,Redwood City,94062,,,
610000,11/13/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,White,S,No,No,Unknown,Unknown,Unknown,Not Employed,146.21,16332,Other/Unknown,1,Unknown,1,41,Adult,,Redwood City,94063,,,
610000,11/19/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,142.17,38400,Employment or Self-Employment,2,3,5,37,Adult,,Redwood City,94062,,,
610100,9/10/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Not Employed,183.52,21600,Unemployment Insurance (UIB),1,0,1,Unknown,Unknown,,Redwood City,94063,6990 Other housing,,
610201,7/20/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,59.70,11994,Employment or Self-Employment,3,0,3,58,Adult,602 Extended time in home before eviction,Redwood City,94063,,,
610201,8/24/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Other,F,Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,61.77,9840,Workers Compensation,2,0,2,30,Adult,602 Extended time in home before eviction,Redwood City,94063,,,
610201,11/19/2012,CLJ206967,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,Native Hawaiian/Pacific Islander: Unspecified,S,No,No,Unknown,Unknown,Unknown,Employed,93.71,21600,Employment or Self-Employment,4,Unknown,4,25,Adult,602 Extended time in home before eviction,Redwood City,94063,,,
610201,11/26/2012,CLJ207009,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,S,No,No,Unknown,Yes,Unknown,Not Employed,18.86,3600,Child/Spousal Support,1,2,3,22,Adult,606 UD-lost at trial,Redwood City,94063,,,
610201,8/24/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,White,Unknown,Unknown,No,Unknown,Unknown,Unknown,Employed,78.58,15786,Employment or Self-Employment,2,1,3,37,Adult,610 UD-settlement move out,Redwood City,94063,,,
610201,7/20/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,49.48,12000,Spouse/Partner's Income,2,2,4,Unknown,Unknown,,Redwood City,94063,,,
610201,7/27/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,76.03,21600,Other/Unknown,3,2,5,49,Adult,,Redwood City,94063,6790 FC Other issues,,
610201,9/7/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,90.40,14400,Employment or Self-Employment,2,0,2,34,Adult,,Redwood City,94063,6990 Other housing,,
610201,9/17/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,No,Unknown,Unknown,Unknown,Employed,105.46,16800,Employment or Self-Employment,2,0,2,29,Adult,,Redwood City,94063,6990 Other housing,,
610201,10/5/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,1,0,1,35,Adult,,Redwood City,94063,,,
610201,10/15/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,115.51,31200,Employment or Self-Employment,2,3,5,38,Adult,,Redwood City,94063,,,
610201,10/26/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,S,No,No,Unknown,Unknown,Unknown,Employed,35.54,9600,Employment or Self-Employment,3,2,5,43,Adult,,Redwood City,94063,,,
610201,11/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Not Employed,104.12,24000,Employment or Self-Employment,2,2,4,31,Adult,,Redwood City,94063,,,
610201,11/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Not Employed,73.62,22800,Employment or Self-Employment,4,2,6,34,Adult,,Redwood City,94063,,,
610201,11/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,No,No,Unknown,Unknown,Unknown,Not Employed,62.00,19200,Employment or Self-Employment,2,4,6,36,Adult,,Redwood City,94063,,,
610201,11/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Not Employed,85.24,26400,Employment or Self-Employment,3,3,6,40,Adult,,Redwood City,94063,,,
610201,11/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & White,M,No,No,Unknown,Unknown,Unknown,Employed,4.89,2000,Employment or Self-Employment,5,3,8,44,Adult,,Redwood City,94063,,,
610201,11/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,D,No,No,Unknown,Unknown,Unknown,Not Employed,71.08,19200,Other/Unknown,3,2,5,58,Adult,,Redwood City,94063,,,
610201,11/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,P,No,No,Unknown,Unknown,Yes,Employed,62.86,12000,Employment or Self-Employment,2,1,3,61,Senior (60+),,Redwood City,94063,,,
610201,11/16/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,DP,No,No,Unknown,Unknown,Unknown,Not Employed,40.11,15600,Employment or Self-Employment,5,3,8,28,Adult,,Redwood City,94063,,,
610201,11/19/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,51.53,18000,Employment or Self-Employment,4,3,7,33,Adult,,Redwood City,94063,,,
610201,12/7/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,S,No,No,Unknown,Unknown,Unknown,Employed,79.02,27600,Employment or Self-Employment,2,5,7,37,Adult,,Redwood City,94063,,,
610202,7/23/2012,CLJ206324,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,DP,Unknown,No,Unknown,Unknown,Unknown,Not Employed,76.54,18560,Welfare (CAL Works),2,2,4,25,Adult,606 UD-lost at trial,Redwood City,94063,,,
610202,8/6/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Black/African American,DP,Unknown,Yes,Yes,Unknown,Unknown,Not Employed,18.83,3000,General Assistance,2,0,2,53,Adult,,Redwood City,94063,,,
610202,12/3/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,D,No,No,Unknown,Yes,Yes,Not Employed,97.76,10920,SSI,1,0,1,61,Senior (60+),,Redwood City,94063,,,
610203,8/17/2012,CLJ206438,6989 Facing Eviction (legacy code),UD,Cause - N/P,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,No,Yes,No,No,Employed,87.52,28506,Employment or Self-Employment,3,3,6,55,Adult,606 UD-lost at trial,Redwood City,94063,,,
610203,12/3/2012,CLJ207065,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,M,Hispanic & Other,DP,No,No,Unknown,Unknown,Unknown,Employed,249.89,57600,Employment or Self-Employment,3,1,4,40,Adult,610 UD-settlement move out,Redwood City,94061,,,
610203,7/23/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,20.34,3240,General Assistance,2,0,2,29,Adult,,Redwood City,94063,,,
610203,8/3/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,98.97,24000,Employment or Self-Employment,2,2,4,40,Adult,,Redwood City,94063,,,
610203,8/6/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,119.46,24000,Employment or Self-Employment,3,0,3,33,Adult,,Redwood City,94063,,,
610203,8/17/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,White,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Not Employed,89.14,10492,Social Security Benefits (All Types),1,0,1,41,Adult,,Redwood City,94063,,,
